"Date","Price","Open","High","Low","Vol.","Change %"
"27/10/2020","49,560.81","50,286.90","50,521.54","49,466.77","104.24M","-1.44%"
"26/10/2020","50,286.90","50,692.28","50,702.11","50,218.79","91.75M","-0.80%"
"23/10/2020","50,692.28","50,276.84","50,946.62","50,261.67","183.85M","0.83%"
"22/10/2020","50,276.84","50,905.12","50,905.90","50,220.66","196.59M","-1.23%"
"21/10/2020","50,905.12","50,851.62","51,052.14","50,503.67","134.18M","0.11%"
"20/10/2020","50,851.62","50,741.94","50,910.58","50,418.43","109.01M","0.22%"
"19/10/2020","50,741.94","50,697.69","51,008.79","50,604.87","99.11M","0.09%"
"16/10/2020","50,697.69","50,503.89","50,874.63","50,503.89","93.78M","0.38%"
"15/10/2020","50,503.89","51,041.59","51,041.59","50,041.85","126.09M","-1.05%"
"14/10/2020","51,041.59","50,722.36","51,176.26","50,689.58","106.25M","0.63%"
"13/10/2020","50,722.36","51,158.56","51,257.17","50,650.22","96.25M","-0.85%"
"12/10/2020","51,158.56","50,781.18","51,357.47","50,780.78","88.40M","0.74%"
"09/10/2020","50,781.18","50,131.37","50,799.03","50,128.78","91.31M","1.30%"
"08/10/2020","50,131.37","50,412.19","50,597.09","50,036.65","117.66M","-0.56%"
"07/10/2020","50,412.19","49,869.36","50,412.19","49,693.53","108.42M","1.09%"
"06/10/2020","49,869.36","50,183.12","50,568.64","49,847.58","122.04M","-0.63%"
"05/10/2020","50,183.12","49,896.68","50,374.65","49,870.73","124.24M","0.57%"
"02/10/2020","49,896.68","50,159.14","50,200.88","49,520.04","165.55M","-0.52%"
"01/10/2020","50,159.14","50,042.44","50,521.24","49,970.97","116.65M","0.23%"
"30/09/2020","50,042.44","50,319.94","50,498.34","49,939.99","167.27M","-0.55%"
"29/09/2020","50,319.94","50,578.66","50,634.45","50,196.00","147.83M","-0.51%"
"28/09/2020","50,578.66","49,547.74","50,755.32","49,514.17","113.48M","2.08%"
"25/09/2020","49,547.74","50,127.05","50,129.38","48,912.36","128.85M","-1.16%"
"23/09/2020","50,127.05","49,126.16","50,517.43","49,060.56","127.79M","2.04%"
"22/09/2020","49,126.16","49,153.11","49,473.97","48,917.39","139.78M","-0.05%"
"21/09/2020","49,153.11","50,399.16","50,417.21","48,884.99","140.72M","-2.47%"
"18/09/2020","50,399.16","50,700.14","50,936.98","50,303.25","333.89M","-0.59%"
"17/09/2020","50,700.14","51,629.73","51,629.73","50,397.20","298.76M","-1.80%"
"16/09/2020","51,629.73","51,795.70","51,973.95","51,492.31","134.80M","-0.32%"
"15/09/2020","51,795.70","51,976.82","52,406.56","51,677.21","170.73M","-0.35%"
"14/09/2020","51,976.82","51,715.12","52,331.04","51,638.04","129.70M","0.51%"
"11/09/2020","51,715.12","51,532.12","51,894.15","51,382.93","149.06M","0.36%"
"10/09/2020","51,532.12","50,838.92","51,921.17","50,630.51","197.67M","1.36%"
"09/09/2020","50,838.92","50,182.96","50,877.92","50,182.96","190.89M","1.31%"
"08/09/2020","50,182.96","50,185.43","50,470.19","49,849.72","159.89M","0.00%"
"07/09/2020","50,185.43","49,720.42","50,306.40","49,654.43","88.04M","0.94%"
"04/09/2020","49,720.42","50,319.16","50,422.85","49,504.48","135.99M","-1.19%"
"03/09/2020","50,319.16","51,678.30","51,693.82","50,291.94","160.55M","-2.63%"
"02/09/2020","51,678.30","51,704.10","52,243.47","51,491.65","153.09M","-0.05%"
"01/09/2020","51,704.10","51,225.46","52,243.15","51,145.96","199.86M","0.93%"
"31/08/2020","51,225.46","51,750.45","52,225.90","51,038.80","246.78M","-1.01%"
"28/08/2020","51,750.45","52,583.70","52,656.60","51,517.68","112.92M","-1.58%"
"27/08/2020","52,583.70","52,256.85","53,075.70","52,244.28","122.17M","0.63%"
"26/08/2020","52,256.85","51,767.88","52,287.22","51,501.86","107.81M","0.94%"
"25/08/2020","51,767.88","52,256.84","52,481.95","51,694.44","117.28M","-0.94%"
"24/08/2020","52,256.84","51,669.18","52,715.19","51,617.79","120.35M","1.14%"
"21/08/2020","51,669.18","51,380.02","52,111.36","51,138.80","124.31M","0.56%"
"20/08/2020","51,380.02","52,137.86","52,137.86","51,020.66","145.04M","-1.45%"
"19/08/2020","52,137.86","52,738.12","52,738.12","52,069.34","139.43M","-1.14%"
"18/08/2020","52,738.12","53,140.21","53,321.89","52,547.98","142.46M","-0.76%"
"17/08/2020","53,140.21","52,737.48","53,380.34","52,681.12","125.63M","0.76%"
"14/08/2020","52,737.48","53,082.08","53,087.26","52,586.88","110.02M","-0.65%"
"13/08/2020","53,082.08","53,126.54","53,161.71","52,504.00","113.54M","-0.08%"
"12/08/2020","53,126.54","52,831.61","53,304.89","52,507.32","150.02M","0.56%"
"11/08/2020","52,831.61","52,435.65","53,340.44","52,138.13","148.90M","0.76%"
"07/08/2020","52,435.65","53,350.88","53,350.88","52,218.27","115.70M","-1.72%"
"06/08/2020","53,350.88","53,279.30","53,788.55","53,151.95","156.16M","0.13%"
"05/08/2020","53,279.30","51,951.34","53,469.53","51,951.34","142.32M","2.56%"
"04/08/2020","51,951.34","51,571.71","52,086.25","51,571.71","127.24M","0.74%"
"03/08/2020","51,571.71","51,368.82","52,040.71","51,124.50","139.53M","0.39%"
"31/07/2020","51,368.82","51,451.44","52,267.12","51,297.34","199.45M","-0.16%"
"30/07/2020","51,451.44","52,245.75","52,604.11","51,310.84","145.13M","-1.52%"
"29/07/2020","52,245.75","52,043.05","52,331.62","51,822.71","151.73M","0.39%"
"28/07/2020","52,043.05","51,914.08","52,140.05","51,565.73","137.85M","0.25%"
"27/07/2020","51,914.08","51,259.48","52,035.77","51,194.89","127.07M","1.28%"
"24/07/2020","51,259.48","51,683.61","51,683.61","50,870.54","144.92M","-0.82%"
"23/07/2020","51,683.61","51,412.02","52,067.49","51,412.02","147.45M","0.53%"
"22/07/2020","51,412.02","52,016.52","52,059.41","51,141.98","133.66M","-1.16%"
"21/07/2020","52,016.52","51,852.22","52,979.98","51,852.22","155.18M","0.32%"
"20/07/2020","51,852.22","51,515.88","52,040.51","51,297.46","132.48M","0.65%"
"17/07/2020","51,515.88","51,363.49","51,607.43","51,253.04","99.41M","0.30%"
"16/07/2020","51,363.49","51,606.70","51,615.59","50,602.07","138.11M","-0.47%"
"15/07/2020","51,606.70","51,235.09","52,098.85","51,207.95","159.09M","0.73%"
"14/07/2020","51,235.09","51,874.81","51,874.81","50,765.03","140.28M","-1.23%"
"13/07/2020","51,874.81","51,154.08","51,964.77","51,138.40","143.48M","1.41%"
"10/07/2020","51,154.08","51,536.91","51,695.46","50,769.03","184.35M","-0.74%"
"09/07/2020","51,536.91","51,558.75","52,201.40","51,536.91","197.12M","-0.04%"
"08/07/2020","51,558.75","50,922.32","51,605.34","50,813.45","185.94M","1.25%"
"07/07/2020","50,922.32","50,503.91","50,976.94","50,271.52","177.69M","0.83%"
"06/07/2020","50,503.91","50,179.89","50,881.46","50,162.58","103.92M","0.65%"
"03/07/2020","50,179.89","50,309.77","50,627.90","50,072.12","76.33M","-0.26%"
"02/07/2020","50,309.77","49,570.88","50,678.26","49,564.53","152.65M","1.49%"
"01/07/2020","49,570.88","50,174.95","50,374.73","49,372.58","212.33M","-1.20%"
"30/06/2020","50,174.95","49,920.09","50,371.03","49,842.37","232.33M","0.51%"
"29/06/2020","49,920.09","49,477.85","50,046.88","49,197.33","171.38M","0.89%"
"26/06/2020","49,477.85","49,732.92","50,180.48","49,464.47","149.34M","-0.51%"
"25/06/2020","49,732.92","50,193.80","50,193.80","49,442.07","247.95M","-0.92%"
"24/06/2020","50,193.80","51,193.19","51,321.08","50,008.25","383.52M","-1.95%"
"23/06/2020","51,193.19","49,877.86","51,343.26","49,876.96","183.01M","2.64%"
"22/06/2020","49,877.86","49,812.34","50,302.16","49,611.11","151.72M","0.13%"
"19/06/2020","49,812.34","49,589.11","50,249.35","49,589.11","605.55M","0.45%"
"18/06/2020","49,589.11","49,661.14","49,942.38","49,154.79","438.33M","-0.15%"
"17/06/2020","49,661.14","47,919.52","49,663.09","47,919.52","258.77M","3.63%"
"15/06/2020","47,919.52","49,247.69","49,247.69","47,604.81","216.69M","-2.70%"
"12/06/2020","49,247.69","48,892.12","49,376.74","47,848.93","184.19M","0.73%"
"11/06/2020","48,892.12","49,204.82","49,204.82","47,998.78","271.85M","-0.64%"
"10/06/2020","49,204.82","49,915.74","49,915.74","49,025.56","235.18M","-1.42%"
"09/06/2020","49,915.74","50,117.63","50,117.63","49,520.57","251.71M","-0.40%"
"08/06/2020","50,117.63","50,199.80","50,199.80","49,749.58","271.82M","-0.16%"
"05/06/2020","50,199.80","48,837.53","50,404.19","48,830.09","286.52M","2.79%"
"04/06/2020","48,837.53","49,300.10","49,346.54","48,738.88","275.22M","-0.94%"
"03/06/2020","49,300.10","48,318.29","49,300.10","48,318.29","304.38M","2.03%"
"02/06/2020","48,318.29","46,950.12","48,540.61","46,945.53","291.06M","2.91%"
"01/06/2020","46,950.12","46,544.79","47,859.62","46,541.05","150.26M","0.87%"
"29/05/2020","46,544.79","47,440.06","47,440.06","46,487.89","820.50M","-1.89%"
"28/05/2020","47,440.06","46,600.64","47,440.06","46,514.24","213.69M","1.80%"
"27/05/2020","46,600.64","46,795.97","46,795.97","46,405.89","","-0.42%"
"26/05/2020","46,795.97","46,351.26","47,041.47","46,351.26","171.51M","0.96%"
"25/05/2020","46,351.26","46,432.04","46,432.04","46,098.53","108.11M","-0.17%"
"22/05/2020","46,432.04","47,232.26","47,232.26","45,765.92","214.61M","-1.69%"
"21/05/2020","47,232.26","48,379.91","48,379.91","47,232.26","214.10M","-2.37%"
"20/05/2020","48,379.91","48,160.65","48,474.93","47,996.36","191.43M","0.46%"
"19/05/2020","48,160.65","47,673.54","48,279.16","47,615.83","240.66M","1.02%"
"18/05/2020","47,673.54","45,948.36","47,673.54","45,944.27","195.85M","3.75%"
"15/05/2020","45,948.36","45,445.10","46,358.65","45,256.46","172.95M","1.11%"
"14/05/2020","45,445.10","46,416.44","46,416.44","45,135.15","204.69M","-2.09%"
"13/05/2020","46,416.44","46,518.03","46,518.03","45,572.09","197.97M","-0.22%"
"12/05/2020","46,518.03","46,359.51","46,991.60","46,325.68","197.12M","0.34%"
"11/05/2020","46,359.51","47,061.57","47,061.57","46,290.50","165.99M","-1.49%"
"08/05/2020","47,061.57","46,096.03","47,194.81","46,096.03","211.22M","2.09%"
"07/05/2020","46,096.03","45,952.52","46,355.84","45,691.86","180.11M","0.31%"
"06/05/2020","45,952.52","45,210.39","46,022.64","45,010.11","188.51M","1.64%"
"05/05/2020","45,210.39","45,254.03","45,254.03","44,990.91","208.64M","-0.10%"
"04/05/2020","45,254.03","46,348.26","46,348.26","44,457.19","220.68M","-2.36%"
"30/04/2020","46,348.26","46,831.62","46,831.62","46,061.28","237.70M","-1.03%"
"29/04/2020","46,831.62","46,100.71","46,831.62","45,982.76","232.51M","1.59%"
"28/04/2020","46,100.71","45,595.47","46,409.80","45,547.79","263.49M","1.11%"
"24/04/2020","45,595.47","45,661.96","45,661.96","44,982.11","248.79M","-0.15%"
"23/04/2020","45,661.96","44,248.82","45,783.63","44,248.82","201.09M","3.19%"
"22/04/2020","44,248.82","43,737.55","44,323.68","43,702.04","200.34M","1.17%"
"21/04/2020","43,737.55","44,796.92","44,796.92","43,360.21","191.33M","-2.36%"
"20/04/2020","44,796.92","45,044.37","45,044.37","44,194.71","166.59M","-0.55%"
"17/04/2020","45,044.37","44,180.00","45,675.61","44,180.00","191.67M","1.96%"
"16/04/2020","44,180.00","44,202.90","44,202.90","44,141.32","258.22M","-0.05%"
"15/04/2020","44,202.90","45,580.91","45,580.91","43,871.28","261.35M","-3.02%"
"14/04/2020","45,580.91","43,837.45","45,683.44","43,837.45","252.73M","3.98%"
"09/04/2020","43,837.45","42,772.20","43,881.66","42,501.34","262.16M","2.49%"
"08/04/2020","42,772.20","43,590.00","43,590.00","42,492.24","229.01M","-1.88%"
"07/04/2020","43,590.00","42,534.54","43,590.00","42,502.77","294.52M","2.48%"
"06/04/2020","42,534.54","40,873.41","42,783.90","40,873.41","191.15M","4.06%"
"03/04/2020","40,873.41","41,245.26","41,245.26","40,362.37","246.32M","-0.90%"
"02/04/2020","41,245.26","40,027.41","41,245.26","40,005.41","224.50M","3.04%"
"01/04/2020","40,027.41","40,738.57","40,738.57","39,255.82","219.40M","-1.75%"
"31/03/2020","40,738.57","39,756.74","40,738.57","39,742.80","305.43M","2.47%"
"30/03/2020","39,756.74","39,172.39","45,615.99","39,172.39","407.63M","1.49%"
"27/03/2020","39,172.39","41,110.45","41,110.45","38,839.12","287.71M","-4.71%"
"26/03/2020","41,110.45","39,493.22","41,110.45","39,174.61","367.75M","9.48%"
"25/03/2020","37,550.72","37,550.72","39,493.22","37,550.72","343.62M","0.00%"
"24/03/2020","37,550.72","34,695.90","37,550.72","34,695.90","430.18M","8.23%"
"23/03/2020","34,695.90","36,302.30","36,302.30","34,198.88","387.19M","-4.43%"
"20/03/2020","36,302.30","34,239.30","36,302.30","34,239.30","644.66M","6.03%"
"19/03/2020","34,239.30","34,715.64","34,715.64","33,407.74","704.56M","-1.37%"
"18/03/2020","34,715.64","37,375.33","37,375.33","34,198.88","387.19M","-7.12%"
"17/03/2020","37,375.33","36,301.81","37,375.33","36,150.86","350.97M","2.96%"
"16/03/2020","36,301.81","39,476.09","39,476.09","34,616.10","341.38M","-8.04%"
"13/03/2020","39,476.09","39,536.18","39,536.18","39,327.82","326.14M","-0.15%"
"12/03/2020","39,536.18","43,891.49","43,891.49","39,300.54","407.63M","-9.92%"
"11/03/2020","43,891.49","44,252.34","44,252.34","43,718.82","203.66M","-0.82%"
"10/03/2020","44,252.34","43,687.17","45,286.35","43,687.17","248.34M","1.29%"
"09/03/2020","43,687.17","46,759.72","46,759.72","43,423.29","283.87M","-6.57%"
"06/03/2020","46,759.72","47,618.75","47,618.75","46,275.27","238.10M","-1.80%"
"05/03/2020","47,618.75","47,560.68","47,560.68","47,346.64","192.55M","0.12%"
"04/03/2020","47,560.68","47,671.24","47,671.24","47,360.53","188.80M","-0.23%"
"03/03/2020","47,671.24","46,648.20","48,117.78","46,648.20","201.26M","2.19%"
"02/03/2020","46,648.20","45,851.76","47,704.01","45,851.76","407.63M","1.74%"
"28/02/2020","45,851.76","48,032.83","48,032.83","45,615.99","55.95M","-4.54%"
"27/02/2020","48,032.83","49,500.52","49,500.52","47,990.77","176.86M","-2.97%"
"26/02/2020","49,500.52","49,303.27","49,695.03","48,204.22","247.81M","0.40%"
"25/02/2020","49,303.27","49,282.53","49,972.10","49,136.12","180.65M","0.04%"
"24/02/2020","49,282.53","51,582.43","51,587.64","49,102.02","225.33M","-4.46%"
"21/02/2020","51,582.43","52,033.26","52,033.26","51,147.94","153.00M","-0.87%"
"20/02/2020","52,033.26","52,126.58","52,490.56","51,987.49","149.20M","-0.18%"
"19/02/2020","52,126.58","51,922.16","52,245.31","51,892.85","","0.39%"
"18/02/2020","51,922.16","52,357.57","52,357.57","51,694.45","145.75M","-0.83%"
"17/02/2020","52,357.57","52,049.98","52,455.01","51,948.79","104.92M","0.59%"
"14/02/2020","52,049.98","52,055.56","52,219.34","51,786.38","128.03M","-0.01%"
"13/02/2020","52,055.56","52,000.03","52,442.16","51,800.30","137.83M","0.11%"
"12/02/2020","52,000.03","51,201.08","52,215.12","51,113.88","156.42M","1.56%"
"11/02/2020","51,201.08","51,007.05","51,527.09","50,950.19","108.36M","0.38%"
"10/02/2020","51,007.05","51,396.07","51,396.07","50,936.50","105.78M","-0.76%"
"07/02/2020","51,396.07","51,612.07","51,762.17","51,156.47","136.44M","-0.42%"
"06/02/2020","51,612.07","51,484.33","51,914.74","51,484.33","122.16M","0.25%"
"05/02/2020","51,484.33","50,892.53","51,605.43","50,859.17","117.27M","1.16%"
"04/02/2020","50,892.53","49,903.25","50,990.66","49,903.25","138.89M","1.98%"
"03/02/2020","49,903.25","50,072.61","50,226.04","49,839.18","95.70M","-0.34%"
"31/01/2020","50,072.61","50,552.71","50,552.71","49,917.91","156.03M","-0.95%"
"30/01/2020","50,552.71","50,343.61","50,574.07","49,629.63","102.78M","0.42%"
"29/01/2020","50,343.61","49,800.27","50,650.70","49,783.33","99.52M","1.09%"
"28/01/2020","49,800.27","49,949.24","50,147.95","49,587.50","118.57M","-0.30%"
"27/01/2020","49,949.24","51,212.26","51,212.26","49,799.85","122.59M","-2.47%"
"24/01/2020","51,212.26","50,847.58","51,313.69","50,847.58","85.06M","0.72%"
"23/01/2020","50,847.58","51,808.62","51,811.35","50,779.49","100.98M","-1.85%"
"22/01/2020","51,808.62","51,835.36","52,258.62","51,773.17","127.96M","-0.05%"
"21/01/2020","51,835.36","52,638.53","52,638.53","51,470.00","136.34M","-1.53%"
"20/01/2020","52,638.53","52,735.75","52,834.69","52,592.29","94.06M","-0.18%"
"17/01/2020","52,735.75","51,965.24","52,842.39","51,955.98","146.06M","1.48%"
"16/01/2020","51,965.24","51,835.06","52,093.00","51,672.04","130.90M","0.25%"
"15/01/2020","51,835.06","51,725.89","52,021.50","51,460.48","112.27M","0.21%"
"14/01/2020","51,725.89","51,343.39","51,725.89","51,324.88","136.47M","0.74%"
"13/01/2020","51,343.39","51,245.43","51,582.32","51,147.11","106.77M","0.19%"
"10/01/2020","51,245.43","50,916.06","51,292.44","50,892.54","84.49M","0.65%"
"09/01/2020","50,916.06","51,090.54","51,522.60","50,807.76","95.09M","-0.34%"
"08/01/2020","51,090.54","51,154.44","51,270.27","50,835.47","91.56M","-0.12%"
"07/01/2020","51,154.44","50,999.61","51,340.35","50,749.86","84.95M","0.30%"
"06/01/2020","50,999.61","51,536.50","51,625.25","50,795.20","80.09M","-1.04%"
"03/01/2020","51,536.50","51,438.04","51,633.77","51,149.17","99.15M","0.19%"
"02/01/2020","51,438.04","50,816.05","51,682.95","50,807.33","55.95M","1.22%"
"31/12/2019","50,816.05","51,398.39","51,401.09","50,816.05","27.69M","-1.13%"
"30/12/2019","51,398.39","51,147.45","51,428.98","51,008.96","48.23M","0.49%"
"27/12/2019","51,147.45","51,023.93","51,626.29","51,017.88","82.54M","0.24%"
"24/12/2019","51,023.93","50,876.11","51,040.67","50,732.23","30.65M","0.29%"
"23/12/2019","50,876.11","51,151.12","51,151.12","50,580.11","77.27M","-0.54%"
"20/12/2019","51,151.12","51,268.61","51,483.13","50,994.13","223.73M","-0.23%"
"19/12/2019","51,268.61","51,462.50","51,749.55","51,145.44","373.14M","-0.38%"
"18/12/2019","51,462.50","50,994.19","51,715.48","50,965.30","155.97M","0.92%"
"17/12/2019","50,994.19","50,499.02","51,456.96","50,499.02","187.40M","0.98%"
"13/12/2019","50,499.02","49,603.06","50,869.30","49,603.06","164.32M","1.81%"
"12/12/2019","49,603.06","49,537.29","49,943.03","49,517.84","130.40M","0.13%"
"11/12/2019","49,537.29","49,225.73","49,546.29","49,140.00","129.70M","0.63%"
"10/12/2019","49,225.73","49,019.88","49,225.73","48,378.63","126.99M","0.42%"
"09/12/2019","49,019.88","49,065.21","49,272.26","48,789.50","80.32M","-0.09%"
"06/12/2019","49,065.21","48,589.71","49,200.34","48,585.41","123.47M","0.98%"
"05/12/2019","48,589.71","48,809.33","48,951.33","48,506.82","147.68M","-0.45%"
"04/12/2019","48,809.33","48,299.66","48,946.78","48,233.74","131.43M","1.06%"
"03/12/2019","48,299.66","48,609.00","48,618.39","48,230.43","184.45M","-0.64%"
"02/12/2019","48,609.00","49,093.16","49,249.25","48,528.55","167.27M","-0.99%"
"29/11/2019","49,093.16","49,470.55","49,473.27","48,804.03","135.61M","-0.76%"
"28/11/2019","49,470.55","49,910.57","49,959.99","49,470.55","108.82M","-0.88%"
"27/11/2019","49,910.57","49,818.42","50,389.32","49,800.84","136.92M","0.18%"
"26/11/2019","49,818.42","50,474.91","50,654.64","49,818.42","547.90M","-1.30%"
"25/11/2019","50,474.91","50,484.88","50,784.71","50,323.18","126.51M","-0.02%"
"22/11/2019","50,484.88","50,235.68","50,602.64","49,979.42","102.91M","0.50%"
"21/11/2019","50,235.68","50,971.63","50,971.63","50,123.64","136.26M","-1.44%"
"20/11/2019","50,971.63","51,060.34","51,063.69","50,560.60","134.28M","-0.17%"
"19/11/2019","51,060.34","50,191.03","51,077.36","50,190.87","130.35M","1.73%"
"18/11/2019","50,191.03","49,784.83","50,536.59","49,784.83","98.67M","0.82%"
"15/11/2019","49,784.83","50,012.48","50,249.95","49,775.62","97.21M","-0.46%"
"14/11/2019","50,012.48","50,115.49","50,305.74","49,921.26","108.06M","-0.21%"
"13/11/2019","50,115.49","50,210.49","50,263.83","49,714.14","146.57M","-0.19%"
"12/11/2019","50,210.49","49,976.02","50,431.23","49,929.94","133.24M","0.47%"
"11/11/2019","49,976.02","50,406.94","50,426.63","49,743.79","136.00M","-0.85%"
"08/11/2019","50,406.94","51,223.34","51,223.34","50,291.34","153.45M","-1.59%"
"07/11/2019","51,223.34","51,410.32","51,777.96","51,125.06","125.12M","-0.36%"
"06/11/2019","51,410.32","50,984.38","51,619.86","50,878.91","144.70M","0.84%"
"05/11/2019","50,984.38","50,673.73","51,166.62","50,565.01","147.59M","0.61%"
"04/11/2019","50,673.73","50,428.14","50,795.89","50,397.79","119.79M","0.49%"
"01/11/2019","50,428.14","50,168.48","50,530.60","50,062.23","101.37M","0.52%"
"31/10/2019","50,168.48","49,629.32","50,524.03","49,629.32","233.70M","1.09%"
"30/10/2019","49,629.32","49,477.44","49,706.94","48,515.32","187.46M","0.31%"
"29/10/2019","49,477.44","49,516.50","49,685.85","49,133.82","116.17M","-0.08%"
"28/10/2019","49,516.50","48,858.47","49,674.43","48,852.45","115.27M","1.35%"
"25/10/2019","48,858.47","49,124.43","49,355.87","48,704.74","97.86M","-0.54%"
"24/10/2019","49,124.43","49,244.55","49,752.53","49,111.67","137.94M","-0.24%"
"23/10/2019","49,244.55","49,610.14","49,610.14","49,069.29","123.16M","-0.74%"
"22/10/2019","49,610.14","49,834.61","49,974.75","49,541.24","137.83M","-0.45%"
"21/10/2019","49,834.61","49,510.90","50,020.46","49,398.82","100.78M","0.65%"
"18/10/2019","49,510.90","49,715.30","49,846.29","49,432.24","145.09M","-0.41%"
"17/10/2019","49,715.30","49,855.06","50,323.40","49,659.77","167.48M","-0.28%"
"16/10/2019","49,855.06","49,391.20","49,894.98","49,178.96","147.10M","0.94%"
"15/10/2019","49,391.20","49,110.74","49,507.63","49,094.58","94.59M","0.57%"
"14/10/2019","49,110.74","49,404.06","49,560.58","48,855.55","102.96M","-0.59%"
"11/10/2019","49,404.06","49,032.54","49,639.38","49,032.54","139.50M","0.76%"
"10/10/2019","49,032.54","48,310.69","49,102.09","48,271.40","139.56M","1.49%"
"09/10/2019","48,310.69","48,465.32","48,491.78","48,135.32","123.03M","-0.32%"
"08/10/2019","48,465.32","48,635.63","48,724.50","48,387.35","138.76M","-0.35%"
"07/10/2019","48,635.63","47,975.44","48,705.69","47,917.01","123.94M","1.38%"
"04/10/2019","47,975.44","47,743.89","48,111.18","47,679.25","157.94M","0.48%"
"03/10/2019","47,743.89","48,005.41","48,050.10","47,535.65","146.80M","-0.54%"
"02/10/2019","48,005.41","48,938.16","48,973.10","47,925.54","174.18M","-1.91%"
"01/10/2019","48,938.16","48,813.59","49,094.39","48,662.68","131.28M","0.26%"
"30/09/2019","48,813.59","49,167.52","49,237.04","48,593.96","140.15M","-0.72%"
"27/09/2019","49,167.52","49,243.65","49,440.11","49,014.01","104.93M","-0.15%"
"26/09/2019","49,243.65","48,865.06","49,588.11","48,830.95","123.78M","0.77%"
"25/09/2019","48,865.06","49,559.37","49,559.37","48,569.44","181.63M","-1.40%"
"23/09/2019","49,559.37","50,341.64","50,378.54","49,292.95","139.68M","-1.55%"
"20/09/2019","50,341.64","50,077.78","50,501.69","50,062.29","329.43M","0.53%"
"19/09/2019","50,077.78","50,134.23","50,189.49","49,701.41","384.50M","-0.11%"
"18/09/2019","50,134.23","50,873.91","50,876.67","49,958.41","128.81M","-1.45%"
"17/09/2019","50,873.91","51,801.53","51,801.53","50,873.91","157.24M","-1.79%"
"16/09/2019","51,801.53","51,145.56","51,811.65","51,024.65","218.56M","1.28%"
"13/09/2019","51,145.56","50,768.84","51,416.60","50,701.31","130.05M","0.74%"
"12/09/2019","50,768.84","50,359.15","51,100.80","50,358.10","141.30M","0.81%"
"11/09/2019","50,359.15","49,484.56","50,364.59","49,472.09","139.98M","1.77%"
"10/09/2019","49,484.56","49,602.20","49,602.20","49,129.74","101.72M","-0.24%"
"09/09/2019","49,602.20","49,673.77","49,906.26","49,382.92","94.14M","-0.14%"
"06/09/2019","49,673.77","49,576.77","50,010.56","49,426.81","109.08M","0.20%"
"05/09/2019","49,576.77","49,031.01","49,833.90","49,024.92","127.93M","1.11%"
"04/09/2019","49,031.01","48,872.85","49,263.06","48,780.04","111.58M","0.32%"
"03/09/2019","48,872.85","48,889.37","48,936.15","48,463.18","114.05M","-0.03%"
"02/09/2019","48,889.37","49,320.23","49,443.07","48,889.37","100.36M","-0.87%"
"30/08/2019","49,320.23","48,561.36","49,399.82","48,394.17","136.04M","1.56%"
"29/08/2019","48,561.36","48,429.35","49,011.84","48,324.07","117.20M","0.27%"
"28/08/2019","48,429.35","48,147.85","48,429.35","47,768.77","119.78M","0.58%"
"27/08/2019","48,147.85","48,042.94","48,213.20","47,793.52","241.32M","0.22%"
"26/08/2019","48,042.94","48,247.95","48,354.93","47,618.09","87.75M","-0.42%"
"23/08/2019","48,247.95","48,435.04","48,646.89","48,028.45","109.50M","-0.39%"
"22/08/2019","48,435.04","48,837.01","48,929.70","48,260.87","149.27M","-0.82%"
"21/08/2019","48,837.01","48,545.63","48,896.43","48,354.39","156.56M","0.60%"
"20/08/2019","48,545.63","48,646.95","48,886.28","48,390.35","122.23M","-0.21%"
"19/08/2019","48,646.95","48,158.38","48,889.51","48,158.38","111.99M","1.01%"
"16/08/2019","48,158.38","48,116.97","48,204.58","47,726.30","124.02M","0.09%"
"15/08/2019","48,116.97","48,277.82","48,590.02","47,560.53","174.29M","-0.33%"
"14/08/2019","48,277.82","49,448.44","49,507.55","48,162.41","132.97M","-2.37%"
"13/08/2019","49,448.44","49,512.94","49,584.74","49,045.98","123.01M","-0.13%"
"12/08/2019","49,512.94","49,619.58","50,214.00","49,413.94","118.10M","-0.21%"
"08/08/2019","49,619.58","49,253.74","49,923.31","49,253.74","124.94M","0.74%"
"07/08/2019","49,253.74","49,113.36","49,479.92","49,003.79","149.17M","0.29%"
"06/08/2019","49,113.36","49,066.14","49,590.51","48,994.03","117.58M","0.10%"
"05/08/2019","49,066.14","50,332.33","50,338.82","48,932.70","129.84M","-2.52%"
"02/08/2019","50,332.33","51,331.52","51,331.52","49,980.28","148.92M","-1.95%"
"01/08/2019","51,331.52","50,798.70","51,331.52","50,306.02","150.78M","1.05%"
"31/07/2019","50,798.70","51,206.88","51,242.54","50,798.70","132.13M","-0.80%"
"30/07/2019","51,206.88","51,977.41","52,080.38","51,028.29","100.40M","-1.48%"
"29/07/2019","51,977.41","51,522.69","52,027.86","51,522.05","70.11M","0.88%"
"26/07/2019","51,522.69","51,563.21","51,682.29","51,307.65","86.12M","-0.08%"
"25/07/2019","51,563.21","51,626.64","52,157.99","51,266.29","113.47M","-0.12%"
"24/07/2019","51,626.64","52,209.63","52,285.50","51,534.22","89.01M","-1.12%"
"23/07/2019","52,209.63","51,890.58","52,399.16","51,880.18","110.60M","0.61%"
"22/07/2019","51,890.58","52,107.18","52,107.18","51,567.51","89.69M","-0.42%"
"19/07/2019","52,107.18","51,733.36","52,387.44","51,733.36","88.56M","0.72%"
"18/07/2019","51,733.36","51,565.16","51,873.17","51,174.27","91.91M","0.33%"
