"Date","Price","Open","High","Low","Vol.","Change %"
"09/01/2017","44,306.47","44,456.49","44,845.33","44,238.49","79.48M","-0.34%"
"06/01/2017","44,456.49","43,681.89","44,523.68","43,639.20","89.40M","1.77%"
"05/01/2017","43,681.89","43,963.22","44,256.69","43,540.69","101.12M","-0.64%"
"04/01/2017","43,963.22","44,261.26","44,282.55","43,574.68","111.07M","-0.67%"
"03/01/2017","44,261.26","43,901.99","44,357.55","43,901.99","95.09M","0.82%"
"30/12/2016","43,901.99","43,977.34","44,164.41","43,717.23","54.01M","-0.17%"
"29/12/2016","43,977.34","43,682.37","44,071.87","43,677.54","65.13M","0.68%"
"28/12/2016","43,682.37","42,860.50","43,839.33","42,856.25","62.22M","1.92%"
"23/12/2016","42,860.50","43,284.11","43,296.69","42,788.01","34.45M","-0.98%"
"22/12/2016","43,284.11","43,563.99","43,647.96","43,187.89","75.12M","-0.64%"
"21/12/2016","43,563.99","43,755.03","43,783.06","43,527.94","","-0.44%"
"20/12/2016","43,755.03","43,332.17","43,846.80","43,293.68","","0.98%"
"19/12/2016","43,332.17","43,165.26","43,687.83","43,164.98","124.30M","0.39%"
"15/12/2016","43,165.26","44,051.70","44,051.70","43,141.18","","-2.01%"
"14/12/2016","44,051.70","44,170.66","44,416.27","43,905.85","175.27M","-0.27%"
"13/12/2016","44,170.66","43,892.51","44,209.09","43,751.47","163.11M","0.63%"
"12/12/2016","43,892.51","44,220.24","44,568.82","43,814.17","149.32M","-0.74%"
"09/12/2016","44,220.24","43,891.07","44,238.58","43,619.18","151.76M","0.75%"
"08/12/2016","43,891.07","42,927.17","43,891.07","42,927.17","175.02M","2.25%"
"07/12/2016","42,927.17","42,422.36","43,030.55","42,420.94","153.96M","1.19%"
"06/12/2016","42,422.36","43,192.44","43,312.87","42,422.36","134.25M","-1.78%"
"05/12/2016","43,192.44","42,822.16","43,393.72","42,517.23","139.95M","0.86%"
"02/12/2016","42,822.16","43,412.41","43,421.01","42,602.64","155.86M","-1.36%"
"01/12/2016","43,412.41","43,691.42","43,951.15","43,128.73","202.21M","-0.64%"
"30/11/2016","43,691.42","43,602.72","43,993.38","43,513.54","221.33M","0.20%"
"29/11/2016","43,602.72","43,616.91","44,071.86","43,544.81","193.88M","-0.03%"
"28/11/2016","43,616.91","44,208.66","44,484.53","43,616.91","144.18M","-1.34%"
"25/11/2016","44,208.66","44,082.20","44,232.65","43,786.37","95.29M","0.29%"
"24/11/2016","44,082.20","44,076.88","44,375.26","43,904.86","126.00M","0.01%"
"23/11/2016","44,076.88","44,575.06","44,839.15","43,986.85","162.61M","-1.12%"
"22/11/2016","44,575.06","44,169.80","44,835.47","44,169.80","181.80M","0.92%"
"21/11/2016","44,169.80","44,216.56","44,481.69","43,980.29","137.64M","-0.11%"
"18/11/2016","44,216.56","44,171.47","44,492.16","44,107.63","128.99M","0.10%"
"17/11/2016","44,171.47","43,592.38","44,180.68","43,468.43","175.70M","1.33%"
"16/11/2016","43,592.38","43,088.09","43,860.50","43,088.09","175.07M","1.17%"
"15/11/2016","43,088.09","43,466.18","43,647.18","43,071.55","165.83M","-0.87%"
"14/11/2016","43,466.18","43,995.65","44,568.38","43,466.18","199.84M","-1.20%"
"11/11/2016","43,995.65","45,022.99","45,022.99","43,995.65","235.85M","-2.28%"
"10/11/2016","45,022.99","44,494.27","45,369.75","44,487.51","212.43M","1.19%"
"09/11/2016","44,494.27","44,199.79","44,556.01","43,001.07","136.69M","0.67%"
"08/11/2016","44,199.79","43,842.82","44,426.66","43,842.82","149.99M","0.81%"
"07/11/2016","43,842.82","43,229.65","43,881.04","43,181.63","122.48M","1.42%"
"04/11/2016","43,229.65","43,712.31","43,712.31","43,180.03","178.94M","-1.10%"
"03/11/2016","43,712.31","43,835.34","43,872.55","43,464.45","215.78M","-0.28%"
"02/11/2016","43,835.34","44,444.48","44,444.48","43,645.72","172.44M","-1.37%"
"01/11/2016","44,444.48","44,019.39","44,483.32","44,019.39","150.69M","0.97%"
"31/10/2016","44,019.39","44,308.17","44,321.37","43,979.01","163.81M","-0.65%"
"28/10/2016","44,308.17","44,591.05","44,643.59","44,090.15","118.32M","-0.63%"
"27/10/2016","44,591.05","45,011.09","45,024.94","44,512.32","110.79M","-0.93%"
"26/10/2016","45,011.09","45,201.60","45,205.46","44,663.79","104.98M","-0.42%"
"25/10/2016","45,201.60","45,134.28","45,407.19","45,005.42","123.53M","0.15%"
"24/10/2016","45,134.28","45,069.02","45,501.05","45,069.02","128.45M","0.14%"
"21/10/2016","45,069.02","44,865.96","45,332.80","44,865.96","139.64M","0.45%"
"20/10/2016","44,865.96","44,939.76","45,239.12","44,763.37","111.87M","-0.16%"
"19/10/2016","44,939.76","44,543.12","44,991.52","44,480.80","135.97M","0.89%"
"18/10/2016","44,543.12","44,253.15","44,776.74","44,253.15","157.31M","0.66%"
"17/10/2016","44,253.15","44,658.61","44,719.55","44,197.46","118.11M","-0.91%"
"14/10/2016","44,658.61","44,005.78","44,828.67","44,005.78","167.72M","1.48%"
"13/10/2016","44,005.78","45,048.57","45,048.57","43,958.32","204.30M","-2.31%"
"12/10/2016","45,048.57","45,395.72","45,599.58","44,901.90","167.57M","-0.76%"
"11/10/2016","45,395.72","45,118.12","45,660.71","45,090.36","249.24M","0.62%"
"10/10/2016","45,118.12","45,112.11","45,242.07","44,851.15","122.98M","0.01%"
"07/10/2016","45,112.11","45,051.08","45,398.49","44,815.18","145.54M","0.14%"
"06/10/2016","45,051.08","45,308.48","45,564.63","45,051.08","163.29M","-0.57%"
"05/10/2016","45,308.48","45,473.03","45,473.03","45,068.99","127.76M","-0.36%"
"04/10/2016","45,473.03","45,107.14","45,687.23","45,073.07","162.99M","0.81%"
"03/10/2016","45,107.14","45,425.59","45,612.49","45,107.14","116.28M","-0.70%"
"30/09/2016","45,425.59","46,095.38","46,095.38","45,399.63","207.97M","-1.45%"
"29/09/2016","46,095.38","45,234.26","46,224.32","45,222.96","304.98M","1.90%"
"28/09/2016","45,234.26","44,397.13","45,391.16","44,361.32","149.62M","1.89%"
"27/09/2016","44,397.13","44,963.91","45,095.37","44,397.13","151.19M","-1.26%"
"26/09/2016","44,963.91","45,440.23","45,440.23","44,613.69","146.86M","-1.05%"
"23/09/2016","45,440.23","45,307.58","45,489.20","45,054.65","146.86M","0.29%"
"22/09/2016","45,307.58","44,284.63","45,307.58","44,284.63","160.34M","2.31%"
"21/09/2016","44,284.63","44,864.62","45,105.43","44,284.63","147.44M","-1.29%"
"20/09/2016","44,864.62","45,496.21","45,496.21","44,862.69","138.46M","-1.39%"
"19/09/2016","45,496.21","45,430.38","45,639.62","45,361.82","127.24M","0.14%"
"16/09/2016","45,430.38","45,713.44","45,874.71","45,430.38","249.44M","-0.62%"
"15/09/2016","45,713.44","45,985.07","46,170.89","45,588.26","455.47M","-0.59%"
"14/09/2016","45,985.07","46,274.97","46,278.51","45,804.57","141.18M","-0.63%"
"13/09/2016","46,274.97","46,294.07","46,524.84","46,156.85","158.96M","-0.04%"
"12/09/2016","46,294.07","46,734.92","46,734.92","45,702.71","135.40M","-0.94%"
"09/09/2016","46,734.92","46,588.71","46,924.06","46,522.14","157.23M","0.31%"
"08/09/2016","46,588.71","46,777.09","46,777.09","46,380.62","200.72M","-0.40%"
"07/09/2016","46,777.09","47,008.42","47,027.36","46,633.14","132.52M","-0.49%"
"06/09/2016","47,008.42","47,078.69","47,201.79","46,850.52","133.23M","-0.15%"
"05/09/2016","47,078.69","46,972.62","47,438.16","46,924.37","127.45M","0.23%"
"02/09/2016","46,972.62","46,168.90","46,972.62","46,168.90","141.34M","1.74%"
"01/09/2016","46,168.90","46,261.02","46,500.59","46,127.01","203.90M","-0.20%"
"31/08/2016","46,261.02","46,819.15","46,832.47","46,212.84","217.31M","-1.19%"
"30/08/2016","46,819.15","46,912.46","47,173.68","46,781.17","137.43M","-0.20%"
"29/08/2016","46,912.46","46,806.74","46,982.62","46,598.40","91.29M","0.23%"
"26/08/2016","46,806.74","46,759.58","46,918.63","46,524.66","138.72M","0.10%"
"25/08/2016","46,759.58","46,858.57","46,999.06","46,500.30","165.80M","-0.21%"
"24/08/2016","46,858.57","46,139.33","46,951.41","46,138.67","257.87M","1.56%"
"23/08/2016","46,139.33","45,994.96","46,207.44","45,848.41","114.70M","0.31%"
"22/08/2016","45,994.96","45,877.01","46,163.87","45,835.41","96.42M","0.26%"
"19/08/2016","45,877.01","46,063.63","46,406.93","45,806.82","124.99M","-0.41%"
"18/08/2016","46,063.63","45,386.78","46,091.23","45,382.86","118.81M","1.49%"
"17/08/2016","45,386.78","45,392.84","45,746.53","45,086.38","165.47M","-0.01%"
"16/08/2016","45,392.84","45,303.88","45,844.70","45,194.54","187.28M","0.20%"
"15/08/2016","45,303.88","45,703.18","45,886.07","45,303.88","115.12M","-0.87%"
"12/08/2016","45,703.18","45,205.64","45,967.06","45,204.55","135.27M","1.10%"
"11/08/2016","45,205.64","45,132.06","45,247.53","44,803.38","143.43M","0.16%"
"10/08/2016","45,132.06","45,510.65","45,511.63","45,061.54","211.78M","-0.83%"
"08/08/2016","45,510.65","45,385.74","45,648.76","45,346.75","87.65M","0.28%"
"05/08/2016","45,385.74","45,533.22","45,756.79","45,336.03","126.94M","-0.32%"
"04/08/2016","45,533.22","45,559.57","45,887.98","45,392.73","148.53M","-0.06%"
"02/08/2016","45,559.57","46,149.80","46,149.80","45,476.71","","-1.28%"
"01/08/2016","46,149.80","45,916.48","46,422.20","45,916.48","","0.51%"
"29/07/2016","45,916.48","46,390.00","46,489.46","45,906.31","","-1.02%"
"28/07/2016","46,390.00","46,874.05","47,004.11","46,359.01","","-1.03%"
"27/07/2016","46,874.05","46,788.32","47,051.59","46,643.92","","0.18%"
"26/07/2016","46,788.32","46,544.67","46,922.17","46,492.34","","0.52%"
"25/07/2016","46,544.67","46,285.24","46,913.13","46,285.24","","0.56%"
"22/07/2016","46,285.24","46,272.66","46,302.98","45,896.96","","0.03%"
"21/07/2016","46,272.66","46,200.63","46,446.23","46,120.21","","0.16%"
"20/07/2016","46,200.63","46,214.28","46,300.70","45,827.00","143.59M","-0.03%"
"19/07/2016","46,214.28","46,431.44","46,431.44","45,806.28","116.76M","-0.47%"
"18/07/2016","46,431.44","46,454.35","46,454.35","46,125.95","87.08M","-0.05%"
"15/07/2016","46,454.35","46,273.49","46,561.27","46,049.40","114.70M","0.39%"
"14/07/2016","46,273.49","46,288.18","46,453.19","46,043.31","149.53M","-0.03%"
"13/07/2016","46,288.18","46,056.81","46,413.72","46,056.81","132.20M","0.50%"
"12/07/2016","46,056.81","45,683.33","46,160.04","45,570.47","171.97M","0.82%"
"11/07/2016","45,683.33","44,920.65","45,683.33","44,920.65","109.47M","1.70%"
"08/07/2016","44,920.65","44,802.53","45,060.56","44,516.42","96.89M","0.26%"
"07/07/2016","44,802.53","44,501.22","45,184.05","44,501.22","120.01M","0.68%"
"06/07/2016","44,501.22","45,330.93","45,330.93","44,469.75","176.22M","-1.83%"
"05/07/2016","45,330.93","46,027.48","46,035.05","45,330.93","158.72M","-1.51%"
"04/07/2016","46,027.48","46,015.54","46,453.51","45,963.32","108.00M","0.03%"
"01/07/2016","46,015.54","45,974.31","46,454.52","45,542.08","139.75M","0.09%"
"30/06/2016","45,974.31","45,732.46","46,459.02","45,731.66","171.95M","0.53%"
"29/06/2016","45,732.46","45,107.14","45,928.45","45,107.14","143.86M","1.39%"
"28/06/2016","45,107.14","44,142.75","45,453.91","44,142.75","176.41M","2.18%"
"27/06/2016","44,142.75","45,570.39","45,580.45","44,038.73","226.13M","-3.13%"
"24/06/2016","45,570.39","47,453.53","47,453.53","44,558.26","246.07M","-3.97%"
"23/06/2016","47,453.53","47,475.23","47,813.48","47,075.76","129.91M","-0.05%"
"22/06/2016","47,475.23","46,912.03","47,605.50","46,912.03","135.42M","1.20%"
"21/06/2016","46,912.03","47,015.52","47,021.74","46,597.18","101.86M","-0.22%"
"20/06/2016","47,015.52","46,136.89","47,037.76","46,136.89","125.12M","1.90%"
"17/06/2016","46,136.89","46,050.02","46,146.94","45,657.87","184.42M","0.19%"
"15/06/2016","46,050.02","45,396.90","46,050.02","45,383.67","388.67M","1.44%"
"14/06/2016","45,396.90","46,431.51","46,431.51","45,396.90","182.32M","-2.23%"
"13/06/2016","46,431.51","47,028.08","47,028.08","46,431.51","170.12M","-1.27%"
"10/06/2016","47,028.08","47,176.52","47,325.82","46,827.29","157.69M","-0.31%"
"09/06/2016","47,176.52","47,716.20","47,767.98","47,115.49","115.92M","-1.13%"
"08/06/2016","47,716.20","48,053.20","48,074.42","47,595.77","141.65M","-0.70%"
"07/06/2016","48,053.20","47,822.38","48,197.05","47,742.18","135.09M","0.48%"
"06/06/2016","47,822.38","48,083.54","48,083.54","47,462.55","137.38M","-0.54%"
"03/06/2016","48,083.54","47,677.99","48,148.01","47,668.22","162.74M","0.85%"
"02/06/2016","47,677.99","47,510.07","47,959.02","47,465.46","123.79M","0.35%"
"01/06/2016","47,510.07","47,974.09","47,974.09","47,468.95","149.28M","-0.97%"
"31/05/2016","47,974.09","48,447.60","48,678.59","47,974.09","332.94M","-0.98%"
"30/05/2016","48,447.60","48,069.78","48,459.99","47,979.66","74.98M","0.79%"
"27/05/2016","48,069.78","47,835.75","48,210.53","47,835.75","111.76M","0.49%"
"26/05/2016","47,835.75","47,727.26","48,296.75","47,651.43","159.18M","0.23%"
"25/05/2016","47,727.26","47,033.77","47,833.43","47,032.67","149.39M","1.47%"
"24/05/2016","47,033.77","46,537.93","47,134.54","46,337.29","131.76M","1.07%"
"23/05/2016","46,537.93","46,531.45","46,537.93","46,095.99","","0.01%"
"20/05/2016","46,531.45","46,312.80","46,944.67","46,268.27","132.93M","0.47%"
"19/05/2016","46,312.80","46,636.41","46,636.41","46,056.52","112.86M","-0.69%"
"18/05/2016","46,636.41","46,393.38","46,801.32","46,157.99","187.79M","0.52%"
"17/05/2016","46,393.38","46,258.34","46,860.81","46,120.40","149.07M","0.29%"
"16/05/2016","46,258.34","45,403.15","46,333.95","45,403.15","127.51M","1.88%"
"13/05/2016","45,403.15","45,190.30","45,424.49","44,712.13","141.73M","0.47%"
"12/05/2016","45,190.30","45,839.69","45,839.69","45,190.30","121.99M","-1.42%"
"11/05/2016","45,839.69","45,707.25","46,140.44","45,702.72","93.90M","0.29%"
"10/05/2016","45,707.25","45,136.68","45,743.23","45,136.68","130.42M","1.26%"
"09/05/2016","45,136.68","45,101.87","45,701.49","45,101.87","135.26M","0.08%"
"06/05/2016","45,101.87","45,623.48","45,692.18","45,021.35","173.31M","-1.14%"
"05/05/2016","45,623.48","45,559.49","45,960.54","45,118.07","300.57M","0.14%"
"04/05/2016","45,559.49","45,548.97","45,784.65","45,157.34","166.89M","0.02%"
"03/05/2016","45,548.97","46,471.00","46,730.70","45,491.86","161.03M","-1.98%"
"29/04/2016","46,471.00","46,793.34","46,820.61","46,326.65","155.15M","-0.69%"
"28/04/2016","46,793.34","46,695.33","47,107.58","46,695.33","157.98M","0.21%"
"26/04/2016","46,695.33","46,582.73","46,819.91","46,412.64","110.40M","0.24%"
"25/04/2016","46,582.73","46,505.48","46,656.13","46,029.29","92.08M","0.17%"
"22/04/2016","46,505.48","46,845.77","46,902.07","46,401.29","120.10M","-0.73%"
"21/04/2016","46,845.77","47,271.51","47,508.34","46,723.70","154.01M","-0.90%"
"20/04/2016","47,271.51","47,025.18","47,271.51","46,591.36","141.48M","0.52%"
"19/04/2016","47,025.18","46,879.92","47,131.72","46,737.43","120.05M","0.31%"
"18/04/2016","46,879.92","46,763.08","46,879.92","46,220.58","102.81M","0.25%"
"15/04/2016","46,763.08","46,551.55","46,796.51","46,294.57","92.33M","0.45%"
"14/04/2016","46,551.55","46,617.72","46,781.13","46,372.50","139.99M","-0.14%"
"13/04/2016","46,617.72","45,751.08","47,175.64","45,751.08","182.85M","1.89%"
"12/04/2016","45,751.08","45,206.33","45,751.08","45,110.25","194.64M","1.21%"
"11/04/2016","45,206.33","45,252.36","45,411.20","44,855.30","114.31M","-0.10%"
"08/04/2016","45,252.36","45,024.17","45,386.98","44,902.39","132.34M","0.51%"
"07/04/2016","45,024.17","45,084.42","45,465.98","44,896.51","146.75M","-0.13%"
"06/04/2016","45,084.42","45,112.97","45,457.54","44,993.05","167.39M","-0.06%"
"05/04/2016","45,112.97","45,772.49","45,777.71","44,935.07","128.17M","-1.44%"
"04/04/2016","45,772.49","45,485.30","45,819.47","45,205.21","107.31M","0.63%"
"01/04/2016","45,485.30","46,139.99","46,139.99","45,224.63","128.34M","-1.42%"
"31/03/2016","46,139.99","46,422.66","46,428.15","45,749.32","173.37M","-0.61%"
"30/03/2016","46,422.66","45,819.28","46,600.16","45,806.89","160.42M","1.32%"
"29/03/2016","45,819.28","46,349.01","46,627.57","45,778.06","116.62M","-1.14%"
"24/03/2016","46,349.01","46,613.13","46,632.29","45,828.98","126.48M","-0.57%"
"23/03/2016","46,613.13","47,319.37","47,319.37","46,480.51","136.13M","-1.49%"
"22/03/2016","47,319.37","47,812.41","47,819.23","46,933.45","148.23M","-1.03%"
"18/03/2016","47,812.41","47,169.67","47,844.29","47,100.57","228.98M","1.36%"
"17/03/2016","47,169.67","46,825.90","47,597.70","46,731.28","429.21M","0.73%"
"16/03/2016","46,825.90","46,393.77","46,859.18","46,263.52","116.93M","0.93%"
"15/03/2016","46,393.77","46,555.55","46,555.55","45,880.05","","-0.35%"
"14/03/2016","46,555.55","45,761.25","46,555.55","45,761.25","152.56M","1.74%"
"11/03/2016","45,761.25","45,548.16","45,993.95","45,296.10","183.99M","0.47%"
"10/03/2016","45,548.16","45,617.97","45,836.06","45,326.89","168.26M","-0.15%"
"09/03/2016","45,617.97","46,229.48","46,419.50","45,581.54","173.62M","-1.32%"
"08/03/2016","46,229.48","46,601.06","46,765.36","46,202.76","183.70M","-0.80%"
"07/03/2016","46,601.06","46,224.71","46,652.30","45,952.17","170.54M","0.81%"
"04/03/2016","46,224.71","45,946.02","46,290.20","45,868.88","161.05M","0.61%"
"03/03/2016","45,946.02","45,266.30","46,087.15","45,168.27","196.87M","1.50%"
"02/03/2016","45,266.30","44,620.53","45,308.82","44,617.65","246.23M","1.45%"
"01/03/2016","44,620.53","43,802.56","44,727.37","43,787.29","143.94M","1.87%"
"29/02/2016","43,802.56","43,857.79","44,025.82","43,369.86","","-0.13%"
"26/02/2016","43,857.79","42,742.91","43,935.46","42,742.91","125.61M","2.61%"
"25/02/2016","42,742.91","42,452.61","43,018.57","42,452.61","150.45M","0.68%"
"24/02/2016","42,452.61","42,949.32","42,949.32","41,916.80","168.14M","-1.16%"
"23/02/2016","42,949.32","43,694.03","43,711.67","42,848.38","184.75M","-1.70%"
"22/02/2016","43,694.03","43,474.46","43,999.54","43,467.18","142.58M","0.51%"
"19/02/2016","43,474.46","44,461.24","44,508.76","43,215.62","175.62M","-2.22%"
"18/02/2016","44,461.24","44,591.74","45,027.65","44,387.12","203.70M","-0.29%"
"17/02/2016","44,591.74","43,951.37","44,719.95","43,856.67","165.02M","1.46%"
"16/02/2016","43,951.37","44,379.10","44,857.55","43,942.63","126.34M","-0.96%"
"15/02/2016","44,379.10","43,119.66","44,384.31","43,119.66","160.39M","2.92%"
"12/02/2016","43,119.66","42,054.18","43,401.98","42,050.06","129.50M","2.53%"
"11/02/2016","42,054.18","43,007.47","43,007.47","41,870.75","180.77M","-2.22%"
"10/02/2016","43,007.47","42,975.42","43,505.70","42,783.28","128.07M","0.07%"
"09/02/2016","42,975.42","43,998.31","43,998.31","42,824.36","171.92M","-2.32%"
"08/02/2016","43,998.31","44,453.51","44,536.73","43,708.60","133.46M","-1.02%"
"05/02/2016","44,453.51","44,292.35","44,559.94","43,923.70","132.66M","0.36%"
"04/02/2016","44,292.35","43,447.44","44,472.59","43,447.44","178.84M","1.94%"
"03/02/2016","43,447.44","42,972.08","43,751.58","42,651.52","147.39M","1.11%"
"02/02/2016","42,972.08","43,881.35","43,881.35","42,932.52","151.18M","-2.07%"
"01/02/2016","43,881.35","44,065.55","44,444.84","43,523.81","181.81M","-0.42%"
"29/01/2016","44,065.55","43,746.33","44,348.28","43,697.50","249.74M","0.73%"
"28/01/2016","43,746.33","42,938.94","44,061.69","42,890.10","175.72M","1.88%"
"27/01/2016","42,938.94","42,625.80","43,092.09","42,624.60","156.19M","0.73%"
"26/01/2016","42,625.80","42,413.33","42,768.74","41,727.20","157.05M","0.50%"
"25/01/2016","42,413.33","42,952.57","43,200.97","42,345.29","144.24M","-1.26%"
"22/01/2016","42,952.57","41,543.66","42,952.57","41,543.25","182.74M","3.39%"
"21/01/2016","41,543.66","41,610.78","41,739.70","41,247.07","173.01M","-0.16%"
"20/01/2016","41,610.78","42,872.39","42,872.39","41,370.99","186.29M","-2.94%"
"19/01/2016","42,872.39","42,093.40","43,184.71","42,093.40","151.42M","1.85%"
"18/01/2016","42,093.40","42,105.00","42,747.27","42,059.36","133.18M","-0.03%"
"15/01/2016","42,105.00","42,741.46","43,011.91","41,941.57","185.12M","-1.49%"
"14/01/2016","42,741.46","43,422.42","43,422.42","42,663.57","164.68M","-1.57%"
"13/01/2016","43,422.42","43,489.37","43,889.46","43,305.53","156.48M","-0.15%"
"12/01/2016","43,489.37","43,482.54","43,902.40","43,043.13","178.69M","0.02%"
"11/01/2016","43,482.54","43,253.30","43,791.69","42,681.55","164.45M","0.53%"
"08/01/2016","43,253.30","43,186.36","43,659.69","43,085.34","115.30M","0.16%"
"07/01/2016","43,186.36","44,150.46","44,150.46","42,737.49","185.33M","-2.18%"
"06/01/2016","44,150.46","44,673.09","44,673.09","43,989.33","122.41M","-1.17%"
"05/01/2016","44,673.09","44,459.75","44,893.17","44,116.61","88.48M","0.48%"
"04/01/2016","44,459.75","45,797.30","45,797.30","44,396.63","88.98M","-2.92%"
"31/12/2015","45,797.30","45,900.83","46,085.59","45,668.06","32.39M","-0.23%"
"30/12/2015","45,900.83","45,996.54","46,200.93","45,858.15","45.92M","-0.21%"
"29/12/2015","45,996.54","46,243.42","46,388.10","45,812.89","54.52M","-0.53%"
"28/12/2015","46,243.42","46,355.04","46,701.73","45,725.54","38.68M","-0.24%"
"24/12/2015","46,355.04","45,865.58","46,438.53","45,537.16","31.22M","1.07%"
"23/12/2015","45,865.58","44,900.59","46,057.12","44,900.59","89.39M","2.15%"
"22/12/2015","44,900.59","44,368.53","44,941.43","44,301.34","88.07M","1.20%"
"21/12/2015","44,368.53","43,978.57","44,510.91","43,914.23","80.03M","0.89%"
"18/12/2015","43,978.57","44,927.07","44,938.49","43,927.07","195.74M","-2.11%"
"17/12/2015","44,927.07","43,701.61","45,021.21","43,701.61","455.14M","2.80%"
"15/12/2015","43,701.61","43,415.47","43,838.40","43,205.79","195.46M","0.66%"
"14/12/2015","43,415.47","43,558.35","44,396.01","42,816.87","275.93M","-0.33%"
"11/12/2015","43,558.35","44,250.70","44,487.02","43,213.38","419.66M","-1.56%"
"10/12/2015","44,250.70","44,545.49","44,942.05","44,229.26","446.21M","-0.66%"
"09/12/2015","44,545.49","44,151.26","44,586.11","44,051.16","141.13M","0.89%"
"08/12/2015","44,151.26","44,898.68","44,898.68","44,068.35","150.12M","-1.66%"
"07/12/2015","44,898.68","44,347.44","45,276.96","44,347.44","136.07M","1.24%"
"04/12/2015","44,347.44","45,371.37","45,371.37","44,172.12","228.53M","-2.26%"
"03/12/2015","45,371.37","46,024.24","46,024.24","45,371.37","","-1.42%"
"02/12/2015","46,024.24","46,295.25","46,497.55","45,893.68","","-0.59%"
"01/12/2015","46,295.25","46,329.56","46,735.59","46,242.96","","-0.07%"
"30/11/2015","46,329.56","46,327.67","46,630.04","46,271.22","","0.00%"
"27/11/2015","46,327.67","46,877.40","46,909.93","46,317.86","193.57M","-1.17%"
"26/11/2015","46,877.40","46,672.23","47,108.19","46,599.62","82.57M","0.44%"
"25/11/2015","46,672.23","46,569.63","46,839.74","46,411.18","105.87M","0.22%"
"24/11/2015","46,569.63","46,920.95","46,997.84","46,368.35","96.83M","-0.75%"
"23/11/2015","46,920.95","46,963.11","46,963.79","46,342.29","112.58M","-0.09%"
"20/11/2015","46,963.11","46,851.60","47,214.63","46,696.73","102.40M","0.24%"
"19/11/2015","46,851.60","46,464.28","47,078.19","46,464.28","124.59M","0.83%"
"18/11/2015","46,464.28","46,751.10","46,769.12","46,211.78","119.22M","-0.61%"
"17/11/2015","46,751.10","46,330.67","47,043.68","46,330.67","150.05M","0.91%"
"16/11/2015","46,330.67","45,979.37","46,514.06","45,747.58","","0.76%"
"13/11/2015","45,979.37","46,787.50","46,787.50","45,952.90","149.12M","-1.73%"
"12/11/2015","46,787.50","47,265.83","47,465.01","46,681.76","115.27M","-1.01%"
"11/11/2015","47,265.83","47,201.94","47,473.77","47,026.57","106.96M","0.14%"
"10/11/2015","47,201.94","47,964.96","47,977.93","46,981.05","117.17M","-1.59%"
"09/11/2015","47,964.96","47,540.77","47,964.96","47,490.57","89.57M","0.89%"
"06/11/2015","47,540.77","48,553.57","48,613.77","47,321.21","112.21M","-2.09%"
"05/11/2015","48,553.57","49,081.01","49,102.12","48,336.37","130.32M","-1.07%"
"04/11/2015","49,081.01","48,548.21","49,228.75","48,548.21","124.72M","1.10%"
"03/11/2015","48,548.21","48,349.52","48,619.78","48,209.17","106.19M","0.41%"
"02/11/2015","48,349.52","48,317.45","48,363.82","47,957.53","103.84M","0.07%"
"30/10/2015","48,317.45","47,941.01","48,402.69","47,887.53","118.35M","0.79%"
"29/10/2015","47,941.01","48,189.15","48,207.66","47,661.22","104.94M","-0.51%"
"28/10/2015","48,189.15","48,231.26","48,246.04","47,927.49","100.10M","-0.09%"
"27/10/2015","48,231.26","48,569.26","48,569.26","48,093.06","122.14M","-0.70%"
"26/10/2015","48,569.26","48,799.45","49,100.63","48,430.30","119.57M","-0.47%"
"23/10/2015","48,799.45","47,814.72","48,809.15","47,814.72","130.44M","2.06%"
"22/10/2015","47,814.72","47,594.59","48,054.01","47,472.08","117.78M","0.46%"
"21/10/2015","47,594.59","47,410.34","47,985.06","47,270.83","110.28M","0.39%"
"20/10/2015","47,410.34","47,720.17","47,720.17","47,093.21","131.28M","-0.65%"
"19/10/2015","47,720.17","47,459.95","47,724.78","47,199.96","131.03M","0.55%"
"16/10/2015","47,459.95","47,462.98","47,784.05","47,445.39","130.78M","-0.01%"
"15/10/2015","47,462.98","47,612.14","47,830.39","47,382.17","101.87M","-0.31%"
"14/10/2015","47,612.14","47,643.86","47,918.70","47,329.28","92.59M","-0.07%"
"13/10/2015","47,643.86","47,241.76","47,836.70","47,185.88","112.06M","0.85%"
"12/10/2015","47,241.76","47,809.88","48,081.50","47,169.03","119.60M","-1.19%"
"09/10/2015","47,809.88","47,293.81","48,151.26","47,293.81","126.68M","1.09%"
"08/10/2015","47,293.81","47,162.94","47,301.87","46,954.76","83.57M","0.28%"
"07/10/2015","47,162.94","46,624.38","47,321.70","46,624.38","159.13M","1.16%"
"06/10/2015","46,624.38","46,693.26","46,885.27","46,392.44","138.39M","-0.15%"
"05/10/2015","46,693.26","45,668.35","46,693.26","45,668.35","104.44M","2.24%"
"02/10/2015","45,668.35","45,252.77","45,953.29","45,252.77","92.16M","0.92%"
"01/10/2015","45,252.77","44,881.18","45,570.19","44,881.18","146.70M","0.83%"
"30/09/2015","44,881.18","44,159.46","44,960.45","44,159.46","179.43M","1.63%"
"29/09/2015","44,159.46","44,242.32","44,510.73","43,851.11","127.82M","-0.19%"
"28/09/2015","44,242.32","44,963.24","45,205.37","44,148.53","106.03M","-1.60%"
"25/09/2015","44,963.24","45,062.05","45,280.16","44,911.61","113.14M","-0.22%"
"23/09/2015","45,062.05","44,523.72","45,158.15","44,382.39","130.55M","1.21%"
